match_id,event,date,map_name,team,opponent,team_comp,opponent_comp,won
645474,VCT 2026: Americas Stage 1,2026-04-10,Lotus,Sentinels,KRÜ Esports,"Fade,Omen,Raze,Veto,Viper","Fade,Neon,Omen,Viper,Vyse",False
645474,VCT 2026: Americas Stage 1,2026-04-10,Lotus,KRÜ Esports,Sentinels,"Fade,Neon,Omen,Viper,Vyse","Fade,Omen,Raze,Veto,Viper",True
645474,VCT 2026: Americas Stage 1,2026-04-10,Breeze,Sentinels,KRÜ Esports,"Harbor,Iso,Neon,Sova,Viper","Chamber,Neon,Omen,Sova,Viper",False
645474,VCT 2026: Americas Stage 1,2026-04-10,Breeze,KRÜ Esports,Sentinels,"Chamber,Neon,Omen,Sova,Viper","Harbor,Iso,Neon,Sova,Viper",True
645475,VCT 2026: Americas Stage 1,2026-04-10,Lotus,G2 Esports,MIBR,"Fade,Harbor,Neon,Omen,Vyse","Fade,Neon,Omen,Raze,Vyse",False
645475,VCT 2026: Americas Stage 1,2026-04-10,Lotus,MIBR,G2 Esports,"Fade,Neon,Omen,Raze,Vyse","Fade,Harbor,Neon,Omen,Vyse",True
645475,VCT 2026: Americas Stage 1,2026-04-10,Split,G2 Esports,MIBR,"Astra,Fade,Harbor,Neon,Vyse","Astra,Fade,Neon,Raze,Vyse",False
645475,VCT 2026: Americas Stage 1,2026-04-10,Split,MIBR,G2 Esports,"Astra,Fade,Neon,Raze,Vyse","Astra,Fade,Harbor,Neon,Vyse",True
645476,VCT 2026: Americas Stage 1,2026-04-11,Haven,100 Thieves,Evil Geniuses,"Cypher,Neon,Omen,Phoenix,Sova","Killjoy,Neon,Omen,Sova,Viper",True
645476,VCT 2026: Americas Stage 1,2026-04-11,Haven,Evil Geniuses,100 Thieves,"Killjoy,Neon,Omen,Sova,Viper","Cypher,Neon,Omen,Phoenix,Sova",False
645476,VCT 2026: Americas Stage 1,2026-04-11,Breeze,100 Thieves,Evil Geniuses,"Harbor,Jett,Kayo,Sova,Viper","Harbor,Kayo,Neon,Sova,Viper",True
645476,VCT 2026: Americas Stage 1,2026-04-11,Breeze,Evil Geniuses,100 Thieves,"Harbor,Kayo,Neon,Sova,Viper","Harbor,Jett,Kayo,Sova,Viper",False
645477,VCT 2026: Americas Stage 1,2026-04-11,Lotus,ENVY,LOUD,"Fade,Neon,Omen,Veto,Viper","Fade,Omen,Raze,Viper,Vyse",True
645477,VCT 2026: Americas Stage 1,2026-04-11,Lotus,LOUD,ENVY,"Fade,Omen,Raze,Viper,Vyse","Fade,Neon,Omen,Veto,Viper",False
645477,VCT 2026: Americas Stage 1,2026-04-11,Pearl,ENVY,LOUD,"Astra,Sova,Tejo,Veto,Waylay","Astra,Chamber,Kayo,Neon,Sova",False
645477,VCT 2026: Americas Stage 1,2026-04-11,Pearl,LOUD,ENVY,"Astra,Chamber,Kayo,Neon,Sova","Astra,Sova,Tejo,Veto,Waylay",True
645477,VCT 2026: Americas Stage 1,2026-04-11,Breeze,ENVY,LOUD,"Harbor,Iso,Neon,Sova,Viper","Astra,Harbor,Jett,Kayo,Sova",False
645477,VCT 2026: Americas Stage 1,2026-04-11,Breeze,LOUD,ENVY,"Astra,Harbor,Jett,Kayo,Sova","Harbor,Iso,Neon,Sova,Viper",True
645478,VCT 2026: Americas Stage 1,2026-04-12,Pearl,Cloud9,LEVIATÁN,"Astra,Chamber,Neon,Skye,Tejo","Astra,Chamber,Neon,Phoenix,Sova",False
645478,VCT 2026: Americas Stage 1,2026-04-12,Pearl,LEVIATÁN,Cloud9,"Astra,Chamber,Neon,Phoenix,Sova","Astra,Chamber,Neon,Skye,Tejo",True
645478,VCT 2026: Americas Stage 1,2026-04-12,Haven,Cloud9,LEVIATÁN,"Killjoy,Neon,Omen,Sova,Viper","Astra,Chamber,Neon,Phoenix,Sova",False
